Transaction,Item,,date_time,period_day,Quantity
21,Bread,,30-10-2016 10:49,morning,1
22,Jam,,30-10-2016 10:52,morning,1
23,Scandinavian,,30-10-2016 10:53,morning,1
23,Muffin,,30-10-2016 10:53,morning,1
24,Bread,,30-10-2016 10:54,morning,1
25,Scandinavian,,30-10-2016 10:55,morning,1
26,Fudge,,30-10-2016 10:56,morning,1
27,Scandinavian,,30-10-2016 11:02,morning,1
28,Coffee,,30-10-2016 11:03,morning,1
28,Bread,,30-10-2016 11:03,morning,1
29,Bread,,30-10-2016 11:05,morning,1
29,Jam,,30-10-2016 11:05,morning,1
30,Bread,,30-10-2016 11:07,morning,1
31,Basket,,30-10-2016 11:12,morning,1
32,Scandinavian,,30-10-2016 11:16,morning,1
32,Muffin,,30-10-2016 11:16,morning,1
33,Coffee,,30-10-2016 11:22,morning,1
34,Coffee,,30-10-2016 11:25,morning,1
34,Muffin,,30-10-2016 11:25,morning,1
35,Muffin,,30-10-2016 11:27,morning,1
35,Scandinavian,,30-10-2016 11:27,morning,1
36,Tea,,30-10-2016 11:33,morning,1
36,Bread,,30-10-2016 11:33,morning,1
37,Coffee,,30-10-2016 11:37,morning,1
37,Bread,,30-10-2016 11:37,morning,1
38,Bread,,30-10-2016 11:42,morning,1
38,Tea,,30-10-2016 11:42,morning,1
39,Scandinavian,,30-10-2016 11:44,morning,1
40,Juice,,30-10-2016 11:55,morning,1
40,Tartine,,30-10-2016 11:55,morning,1
40,Coffee,,30-10-2016 11:55,morning,1
40,Muffin,,30-10-2016 11:55,morning,1
41,Scandinavian,,30-10-2016 11:57,morning,1
42,Bread,,30-10-2016 11:57,morning,1
42,Tea,,30-10-2016 11:57,morning,1
43,Scandinavian,,30-10-2016 12:00,afternoon,1
43,Fudge,,30-10-2016 12:00,afternoon,1
44,Coffee,,30-10-2016 12:05,afternoon,1
44,Medialuna,,30-10-2016 12:05,afternoon,1
45,Coffee,,30-10-2016 12:08,afternoon,1
45,Hot chocolate,,30-10-2016 12:08,afternoon,1
45,Medialuna,,30-10-2016 12:08,afternoon,1
46,Coffee,,30-10-2016 12:09,afternoon,1
47,Ella's Kitchen Pouches,,30-10-2016 12:15,afternoon,1
47,Juice,,30-10-2016 12:15,afternoon,1
47,Bread,,30-10-2016 12:15,afternoon,1
47,Muffin,,30-10-2016 12:15,afternoon,1
47,Jam,,30-10-2016 12:15,afternoon,1
48,Coffee,,30-10-2016 12:17,afternoon,1
49,Coffee,,30-10-2016 12:23,afternoon,1
49,Coffee,,30-10-2016 12:23,afternoon,1
49,Medialuna,,30-10-2016 12:23,afternoon,1
50,Bread,,30-10-2016 12:25,afternoon,1
50,Victorian Sponge,,30-10-2016 12:25,afternoon,1
51,Bread,,30-10-2016 12:26,afternoon,1
52,Scandinavian,,30-10-2016 12:28,afternoon,1
54,Bread,,30-10-2016 12:33,afternoon,1
55,Frittata,,30-10-2016 12:38,afternoon,1
55,Coffee,,30-10-2016 12:38,afternoon,1
55,Tea,,30-10-2016 12:38,afternoon,1
55,Hearty & Seasonal,,30-10-2016 12:38,afternoon,1
56,Coffee,,30-10-2016 12:39,afternoon,1
56,Frittata,,30-10-2016 12:39,afternoon,1
57,Scandinavian,,30-10-2016 12:45,afternoon,1
58,Victorian Sponge,,30-10-2016 12:59,afternoon,1
58,Hot chocolate,,30-10-2016 12:59,afternoon,1
58,Tea,,30-10-2016 12:59,afternoon,1
58,Soup,,30-10-2016 12:59,afternoon,1
59,Tea,,30-10-2016 13:02,afternoon,1
60,Cookies,,30-10-2016 13:14,afternoon,1
60,Coffee,,30-10-2016 13:14,afternoon,1
60,Juice,,30-10-2016 13:14,afternoon,1
60,Coffee,,30-10-2016 13:14,afternoon,1
61,Coffee,,30-10-2016 13:15,afternoon,1
62,Pick and Mix Bowls,,30-10-2016 13:24,afternoon,1
62,Hearty & Seasonal,,30-10-2016 13:24,afternoon,1
62,Hearty & Seasonal,,30-10-2016 13:24,afternoon,1
62,Coffee,,30-10-2016 13:24,afternoon,1
62,Smoothies,,30-10-2016 13:24,afternoon,1
62,Coffee,,30-10-2016 13:24,afternoon,1
63,Coffee,,30-10-2016 13:33,afternoon,1
64,Cake,,30-10-2016 13:34,afternoon,1
65,Tartine,,30-10-2016 13:37,afternoon,1
65,Mighty Protein,,30-10-2016 13:37,afternoon,1
65,Tea,,30-10-2016 13:37,afternoon,1
65,Coffee,,30-10-2016 13:37,afternoon,1
66,Hearty & Seasonal,,30-10-2016 13:40,afternoon,1
66,Frittata,,30-10-2016 13:40,afternoon,1
66,Mineral water,,30-10-2016 13:40,afternoon,1
67,Hearty & Seasonal,,30-10-2016 13:46,afternoon,1
67,Mineral water,,30-10-2016 13:46,afternoon,1
67,Muffin,,30-10-2016 13:46,afternoon,1
68,Frittata,,30-10-2016 13:49,afternoon,1
68,Coffee,,30-10-2016 13:49,afternoon,1
68,Tea,,30-10-2016 13:49,afternoon,1
68,Scandinavian,,30-10-2016 13:49,afternoon,1
68,Chicken sand,,30-10-2016 13:49,afternoon,1
69,Bread,,30-10-2016 13:51,afternoon,1
69,Tea,,30-10-2016 13:51,afternoon,1
69,Victorian Sponge,,30-10-2016 13:51,afternoon,1
70,Fudge,,30-10-2016 13:54,afternoon,1
71,Muffin,,30-10-2016 13:56,afternoon,1
72,Coffee,,30-10-2016 14:21,afternoon,1
72,Bread,,30-10-2016 14:21,afternoon,1
73,Bread,,30-10-2016 14:22,afternoon,1
74,Coffee,,30-10-2016 14:24,afternoon,1
74,Bread,,30-10-2016 14:24,afternoon,1
75,Jam,,30-10-2016 14:32,afternoon,1
75,Frittata,,30-10-2016 14:32,afternoon,1
76,Coffee,,30-10-2016 14:32,afternoon,1
77,Scandinavian,,30-10-2016 14:35,afternoon,1
78,Fudge,,30-10-2016 14:42,afternoon,1
79,Fudge,,30-10-2016 14:45,afternoon,1
79,Tea,,30-10-2016 14:45,afternoon,1
79,Coffee,,30-10-2016 14:45,afternoon,1
79,Muffin,,30-10-2016 14:45,afternoon,1
80,Frittata,,30-10-2016 14:48,afternoon,1
80,Bread,,30-10-2016 14:48,afternoon,1
80,Coffee,,30-10-2016 14:48,afternoon,1
81,Coffee,,31-10-2016 08:28,morning,1
81,Cake,,31-10-2016 08:28,morning,1
82,Tartine,,31-10-2016 08:47,morning,1
82,Bread,,31-10-2016 08:47,morning,1
83,Coffee,,31-10-2016 08:57,morning,1
83,Bread,,31-10-2016 08:57,morning,1
84,Bread,,31-10-2016 09:04,morning,1
85,Coffee,,31-10-2016 09:10,morning,1
85,Coffee,,31-10-2016 09:10,morning,1
85,Pastry,,31-10-2016 09:10,morning,1
85,Medialuna,,31-10-2016 09:10,morning,1
86,Juice,,31-10-2016 09:11,morning,1
87,Bread,,31-10-2016 09:12,morning,1
88,Coffee,,31-10-2016 09:16,morning,1
88,Coffee,,31-10-2016 09:16,morning,1
88,Jam,,31-10-2016 09:16,morning,1
89,Bread,,31-10-2016 09:19,morning,1
90,Bread,,31-10-2016 09:20,morning,1
90,Coffee,,31-10-2016 09:20,morning,1
91,Tea,,31-10-2016 09:22,morning,1
92,Coffee,,31-10-2016 09:27,morning,1
93,Bread,,31-10-2016 09:29,morning,1
93,Coke,,31-10-2016 09:29,morning,1
94,Coffee,,31-10-2016 09:39,morning,1
94,Coffee,,31-10-2016 09:39,morning,1
95,Tea,,31-10-2016 09:43,morning,1
95,Pastry,,31-10-2016 09:43,morning,1
95,Farm House,,31-10-2016 09:43,morning,1
96,Pastry,,31-10-2016 09:46,morning,1
96,Pastry,,31-10-2016 09:46,morning,1
96,Coffee,,31-10-2016 09:46,morning,1
96,Juice,,31-10-2016 09:46,morning,1
97,Coffee,,31-10-2016 09:51,morning,1
97,Pastry,,31-10-2016 09:51,morning,1
97,Juice,,31-10-2016 09:51,morning,1
98,Farm House,,31-10-2016 09:52,morning,1
99,Pastry,,31-10-2016 09:56,morning,1
99,Pastry,,31-10-2016 09:56,morning,1
99,Coffee,,31-10-2016 09:56,morning,1
99,Bread,,31-10-2016 09:56,morning,1
100,Bread,,31-10-2016 09:58,morning,1
101,Coffee,,31-10-2016 10:04,morning,1
101,Pastry,,31-10-2016 10:04,morning,1
102,Farm House,,31-10-2016 10:04,morning,1
103,Bread,,31-10-2016 10:07,morning,1
104,Coffee,,31-10-2016 10:12,morning,1
104,Coffee,,31-10-2016 10:12,morning,1
104,Medialuna,,31-10-2016 10:12,morning,1
104,Muffin,,31-10-2016 10:12,morning,1
104,Coffee,,31-10-2016 10:12,morning,1
105,Coffee,,31-10-2016 10:21,morning,1
105,Tea,,31-10-2016 10:21,morning,1
105,Cake,,31-10-2016 10:21,morning,1
106,Coffee,,31-10-2016 10:24,morning,1
106,Coffee,,31-10-2016 10:24,morning,1
106,Pastry,,31-10-2016 10:24,morning,1
106,Pastry,,31-10-2016 10:24,morning,1
107,Coffee,,31-10-2016 10:27,morning,1
107,Tea,,31-10-2016 10:27,morning,1
108,Farm House,,31-10-2016 10:31,morning,1
108,Muffin,,31-10-2016 10:31,morning,1
109,Bread,,31-10-2016 10:35,morning,1
109,Muffin,,31-10-2016 10:35,morning,1
109,Pastry,,31-10-2016 10:35,morning,1
110,Pastry,,31-10-2016 10:36,morning,1
111,Coffee,,31-10-2016 10:38,morning,1
112,Coffee,,31-10-2016 10:59,morning,1
113,Coffee,,31-10-2016 11:02,morning,1
113,Cake,,31-10-2016 11:02,morning,1
114,Farm House,,31-10-2016 11:05,morning,1
115,Bread,,31-10-2016 11:08,morning,1
116,Coffee,,31-10-2016 11:11,morning,1
117,Cookies,,31-10-2016 11:13,morning,1
117,Cake,,31-10-2016 11:13,morning,1
117,Coffee,,31-10-2016 11:13,morning,1
117,My-5 Fruit Shoot,,31-10-2016 11:13,morning,1
118,Cookies,,31-10-2016 11:18,morning,1
118,Cookies,,31-10-2016 11:18,morning,1
118,Tea,,31-10-2016 11:18,morning,1
118,Pastry,,31-10-2016 11:18,morning,1
119,Coffee,,31-10-2016 11:25,morning,1
119,Coffee,,31-10-2016 11:25,morning,1
119,Muffin,,31-10-2016 11:25,morning,1
120,Farm House,,31-10-2016 11:29,morning,1
121,Coffee,,31-10-2016 11:30,morning,1
121,Bread,,31-10-2016 11:30,morning,1
122,Cookies,,31-10-2016 11:37,morning,1
123,Jam,,31-10-2016 11:42,morning,1
123,Coffee,,31-10-2016 11:42,morning,1
123,Coffee,,31-10-2016 11:42,morning,1
123,Juice,,31-10-2016 11:42,morning,1
124,Coffee,,31-10-2016 11:43,morning,1
124,Soup,,31-10-2016 11:43,morning,1
125,Tea,,31-10-2016 11:47,morning,1
126,Coffee,,31-10-2016 11:52,morning,1
126,Jam,,31-10-2016 11:52,morning,1
127,Farm House,,31-10-2016 11:53,morning,1
128,Tartine,,31-10-2016 11:55,morning,1
128,Coffee,,31-10-2016 11:55,morning,1
128,Tea,,31-10-2016 11:55,morning,1
129,Coffee,,31-10-2016 11:59,morning,1
129,Coffee,,31-10-2016 11:59,morning,1
129,Cake,,31-10-2016 11:59,morning,1
130,Coffee,,31-10-2016 12:03,afternoon,1
130,Coffee,,31-10-2016 12:03,afternoon,1
130,Muffin,,31-10-2016 12:03,afternoon,1
131,Bread,,31-10-2016 12:08,afternoon,1
131,Coffee,,31-10-2016 12:08,afternoon,1
132,Tea,,31-10-2016 12:14,afternoon,1
132,Juice,,31-10-2016 12:14,afternoon,1
132,Pick and Mix Bowls,,31-10-2016 12:14,afternoon,1
132,Cookies,,31-10-2016 12:14,afternoon,1
133,Hearty & Seasonal,,31-10-2016 12:16,afternoon,1
133,Soup,,31-10-2016 12:16,afternoon,1
134,Hearty & Seasonal,,31-10-2016 12:19,afternoon,1
134,Tea,,31-10-2016 12:19,afternoon,1
134,Farm House,,31-10-2016 12:19,afternoon,1
135,Bread,,31-10-2016 12:20,afternoon,1
136,Tea,,31-10-2016 12:27,afternoon,1
136,Soup,,31-10-2016 12:27,afternoon,1
137,Farm House,,31-10-2016 12:37,afternoon,1
138,Soup,,31-10-2016 12:43,afternoon,1
138,Hearty & Seasonal,,31-10-2016 12:43,afternoon,1
138,Coffee,,31-10-2016 12:43,afternoon,1
139,Bread,,31-10-2016 12:50,afternoon,1
139,Muffin,,31-10-2016 12:50,afternoon,1
139,Hearty & Seasonal,,31-10-2016 12:50,afternoon,1
140,Coffee,,31-10-2016 12:53,afternoon,1
140,Coffee,,31-10-2016 12:53,afternoon,1
140,Cookies,,31-10-2016 12:53,afternoon,1
141,Bread,,31-10-2016 12:54,afternoon,1
142,Tea,,31-10-2016 12:56,afternoon,1
142,Muffin,,31-10-2016 12:56,afternoon,1
143,Tea,,31-10-2016 12:59,afternoon,1
144,Soup,,31-10-2016 13:02,afternoon,1
144,Hearty & Seasonal,,31-10-2016 13:02,afternoon,1
145,Coffee,,31-10-2016 13:05,afternoon,1
145,Tea,,31-10-2016 13:05,afternoon,1
145,Focaccia,,31-10-2016 13:05,afternoon,1
146,Sandwich,,31-10-2016 13:08,afternoon,1
147,Tartine,,31-10-2016 13:09,afternoon,1
147,Coffee,,31-10-2016 13:09,afternoon,1
148,Fudge,,31-10-2016 13:21,afternoon,1
148,Coffee,,31-10-2016 13:21,afternoon,1
148,Coffee,,31-10-2016 13:21,afternoon,1
149,Coffee,,31-10-2016 13:26,afternoon,1
150,Bread,,31-10-2016 13:31,afternoon,1
151,Coke,,31-10-2016 13:50,afternoon,1
151,Soup,,31-10-2016 13:50,afternoon,1
152,Muffin,,31-10-2016 13:51,afternoon,1
153,Tea,,31-10-2016 13:55,afternoon,1
153,Coffee,,31-10-2016 13:55,afternoon,1
153,Cookies,,31-10-2016 13:55,afternoon,1
153,Muffin,,31-10-2016 13:55,afternoon,1
154,Mighty Protein,,31-10-2016 14:00,afternoon,1
154,Hearty & Seasonal,,31-10-2016 14:00,afternoon,1
154,Coffee,,31-10-2016 14:00,afternoon,1
154,Coke,,31-10-2016 14:00,afternoon,1
155,Tea,,31-10-2016 14:01,afternoon,1
155,Muffin,,31-10-2016 14:01,afternoon,1
155,Sandwich,,31-10-2016 14:01,afternoon,1
156,Coffee,,31-10-2016 14:04,afternoon,1
156,Muffin,,31-10-2016 14:04,afternoon,1
157,Coffee,,31-10-2016 14:05,afternoon,1
157,Bread,,31-10-2016 14:05,afternoon,1
158,Coffee,,31-10-2016 14:20,afternoon,1
158,Muffin,,31-10-2016 14:20,afternoon,1
159,Bread,,31-10-2016 14:22,afternoon,1
159,Hot chocolate,,31-10-2016 14:22,afternoon,1
159,Cookies,,31-10-2016 14:22,afternoon,1
160,Mineral water,,31-10-2016 14:35,afternoon,1
160,Muffin,,31-10-2016 14:35,afternoon,1
161,Tea,,31-10-2016 14:42,afternoon,1
162,Muffin,,31-10-2016 14:44,afternoon,1
163,Coffee,,31-10-2016 14:47,afternoon,1
163,Juice,,31-10-2016 14:47,afternoon,1
164,Coffee,,31-10-2016 14:47,afternoon,1
164,Muffin,,31-10-2016 14:47,afternoon,1
165,Tea,,31-10-2016 14:48,afternoon,1
166,Coffee,,31-10-2016 14:49,afternoon,1
166,Muffin,,31-10-2016 14:49,afternoon,1
167,Sandwich,,31-10-2016 14:50,afternoon,1
167,Hearty & Seasonal,,31-10-2016 14:50,afternoon,1
167,Bread,,31-10-2016 14:50,afternoon,1
167,Mineral water,,31-10-2016 14:50,afternoon,1
168,Tea,,31-10-2016 14:56,afternoon,1
168,Coffee,,31-10-2016 14:56,afternoon,1
169,Mineral water,,31-10-2016 15:05,afternoon,1
170,Coffee,,31-10-2016 15:16,afternoon,1
171,Soup,,31-10-2016 15:20,afternoon,1
171,Tea,,31-10-2016 15:20,afternoon,1
172,Bread,,31-10-2016 17:06,evening,1
172,Coffee,,31-10-2016 17:06,evening,1
173,Bread,,31-10-2016 17:08,evening,1
173,Muffin,,31-10-2016 17:08,evening,1
174,Coffee,,31-10-2016 17:40,evening,1
175,Bread,,31-10-2016 17:49,evening,1
176,Cookies,,31-10-2016 18:22,evening,1
176,Coffee,,31-10-2016 18:22,evening,1
178,Coffee,,01-11-2016 7:51,morning,1
178,Pastry,,01-11-2016 7:51,morning,1
179,Coffee,,01-11-2016 8:20,morning,1
179,Pastry,,01-11-2016 8:20,morning,1
180,Jam,,01-11-2016 8:22,morning,1
180,Tea,,01-11-2016 8:22,morning,1
181,Tea,,01-11-2016 8:45,morning,1
181,Tea,,01-11-2016 8:45,morning,1
182,Pastry,,01-11-2016 9:07,morning,1
182,Pastry,,01-11-2016 9:07,morning,1
182,Ella's Kitchen Pouches,,01-11-2016 9:07,morning,1
183,Pastry,,01-11-2016 9:09,morning,1
184,Farm House,,01-11-2016 9:26,morning,1
184,Tea,,01-11-2016 9:26,morning,1
185,Tea,,01-11-2016 9:29,morning,1
185,Victorian Sponge,,01-11-2016 9:29,morning,1
186,Tea,,01-11-2016 9:43,morning,1
186,Pastry,,01-11-2016 9:43,morning,1
187,Bread,,01-11-2016 10:02,morning,1
188,Coffee,,01-11-2016 10:04,morning,1
189,Bread,,01-11-2016 10:29,morning,1
189,Coffee,,01-11-2016 10:29,morning,1
190,Coffee,,01-11-2016 10:34,morning,1
190,Pastry,,01-11-2016 10:34,morning,1
190,Pastry,,01-11-2016 10:34,morning,1
191,Soup,,01-11-2016 10:50,morning,1
191,Tea,,01-11-2016 10:50,morning,1
192,Bread,,01-11-2016 10:56,morning,1
193,Coffee,,01-11-2016 11:00,morning,1
194,Bread,,01-11-2016 11:04,morning,1
194,Bread,,01-11-2016 11:04,morning,1
195,Bread,,01-11-2016 11:06,morning,1
195,Scandinavian,,01-11-2016 11:06,morning,1
196,Bread,,01-11-2016 11:08,morning,1
196,Cake,,01-11-2016 11:08,morning,1
196,Cookies,,01-11-2016 11:08,morning,1
197,Coffee,,01-11-2016 11:10,morning,1
197,Coffee,,01-11-2016 11:10,morning,1
197,Tea,,01-11-2016 11:10,morning,1
198,Coffee,,01-11-2016 11:11,morning,1
198,Cookies,,01-11-2016 11:11,morning,1
199,Coffee,,01-11-2016 11:13,morning,1
200,Bread,,01-11-2016 11:16,morning,1
201,Coffee,,01-11-2016 11:22,morning,1
201,Pastry,,01-11-2016 11:22,morning,1
202,Coffee,,01-11-2016 11:23,morning,1
202,Coffee,,01-11-2016 11:23,morning,1
203,Coffee,,01-11-2016 11:25,morning,1
204,Scandinavian,,01-11-2016 11:30,morning,1
204,Bread,,01-11-2016 11:30,morning,1
205,Coffee,,01-11-2016 11:49,morning,1
205,Coffee,,01-11-2016 11:49,morning,1
205,Pastry,,01-11-2016 11:49,morning,1
206,Scandinavian,,01-11-2016 11:54,morning,1
206,Coffee,,01-11-2016 11:54,morning,1
206,Pastry,,01-11-2016 11:54,morning,1
207,Hearty & Seasonal,,01-11-2016 12:03,afternoon,1
207,Coffee,,01-11-2016 12:03,afternoon,1
207,Muffin,,01-11-2016 12:03,afternoon,1
208,Bread,,01-11-2016 12:10,afternoon,1
209,Coffee,,01-11-2016 12:10,afternoon,1
210,Scandinavian,,01-11-2016 12:12,afternoon,1
211,Soup,,01-11-2016 12:15,afternoon,1
211,Coffee,,01-11-2016 12:15,afternoon,1
212,Coffee,,01-11-2016 12:20,afternoon,1
212,Cookies,,01-11-2016 12:20,afternoon,1
212,Tartine,,01-11-2016 12:20,afternoon,1
213,Bread,,01-11-2016 12:22,afternoon,1
214,Bread,,01-11-2016 12:26,afternoon,1
214,Tea,,01-11-2016 12:26,afternoon,1
214,Tea,,01-11-2016 12:26,afternoon,1
215,Pastry,,01-11-2016 12:30,afternoon,1
215,Coffee,,01-11-2016 12:30,afternoon,1
216,Tartine,,01-11-2016 12:31,afternoon,1
216,Coffee,,01-11-2016 12:31,afternoon,1
217,Bread,,01-11-2016 12:33,afternoon,1
217,Cookies,,01-11-2016 12:33,afternoon,1
218,Sandwich,,01-11-2016 12:37,afternoon,1
219,Tartine,,01-11-2016 12:41,afternoon,1
220,Bread,,01-11-2016 12:49,afternoon,1
220,Pastry,,01-11-2016 12:49,afternoon,1
221,Bread,,01-11-2016 12:53,afternoon,1
221,Scandinavian,,01-11-2016 12:53,afternoon,1
222,Scandinavian,,01-11-2016 13:08,afternoon,1
223,Alfajores,,01-11-2016 13:11,afternoon,1
223,Coffee,,01-11-2016 13:11,afternoon,1
224,Coffee,,01-11-2016 13:15,afternoon,1
225,Coffee,,01-11-2016 13:19,afternoon,1
225,Coke,,01-11-2016 13:19,afternoon,1
225,Soup,,01-11-2016 13:19,afternoon,1
226,Cake,,01-11-2016 13:21,afternoon,1
227,Tea,,01-11-2016 13:31,afternoon,1
227,Sandwich,,01-11-2016 13:31,afternoon,1
227,Soup,,01-11-2016 13:31,afternoon,1
228,Coffee,,01-11-2016 13:33,afternoon,1
229,Hearty & Seasonal,,01-11-2016 13:37,afternoon,1
229,Bread,,01-11-2016 13:37,afternoon,1
230,Alfajores,,01-11-2016 13:41,afternoon,1
231,Cake,,01-11-2016 13:45,afternoon,1
232,Tea,,01-11-2016 14:10,afternoon,1
232,Tea,,01-11-2016 14:10,afternoon,1
232,Bread,,01-11-2016 14:10,afternoon,1
233,Coffee,,01-11-2016 14:13,afternoon,1
233,Tea,,01-11-2016 14:13,afternoon,1
233,Bread,,01-11-2016 14:13,afternoon,1
233,Soup,,01-11-2016 14:13,afternoon,1
234,Coffee,,01-11-2016 14:14,afternoon,1
234,Coffee,,01-11-2016 14:14,afternoon,1
235,Scandinavian,,01-11-2016 14:18,afternoon,1
236,Fudge,,01-11-2016 14:22,afternoon,1
237,Coffee,,01-11-2016 14:25,afternoon,1
237,Sandwich,,01-11-2016 14:25,afternoon,1
238,Tea,,01-11-2016 14:37,afternoon,1
238,Bread,,01-11-2016 14:37,afternoon,1
238,Cookies,,01-11-2016 14:37,afternoon,1
238,Pastry,,01-11-2016 14:37,afternoon,1
239,Muffin,,01-11-2016 14:37,afternoon,1
240,Scandinavian,,01-11-2016 14:42,afternoon,1
241,Jam,,01-11-2016 14:54,afternoon,1
241,Tea,,01-11-2016 14:54,afternoon,1
242,Juice,,01-11-2016 15:02,afternoon,1
242,Tea,,01-11-2016 15:02,afternoon,1
242,Alfajores,,01-11-2016 15:02,afternoon,1
243,Cake,,01-11-2016 15:18,afternoon,1
243,Muffin,,01-11-2016 15:18,afternoon,1
243,Coffee,,01-11-2016 15:18,afternoon,1
243,Soup,,01-11-2016 15:18,afternoon,1
244,Hot chocolate,,01-11-2016 15:33,afternoon,1
244,Cake,,01-11-2016 15:33,afternoon,1
244,Coffee,,01-11-2016 15:33,afternoon,1
245,Cake,,01-11-2016 15:37,afternoon,1
245,Cookies,,01-11-2016 15:37,afternoon,1
246,Tea,,01-11-2016 15:48,afternoon,1
246,Bread,,01-11-2016 15:48,afternoon,1
247,Alfajores,,01-11-2016 16:07,afternoon,1
247,Coffee,,01-11-2016 16:07,afternoon,1
247,Coffee,,01-11-2016 16:07,afternoon,1
247,Coffee,,01-11-2016 16:07,afternoon,1
247,Juice,,01-11-2016 16:07,afternoon,1
248,Coffee,,01-11-2016 16:08,afternoon,1
248,Tea,,01-11-2016 16:08,afternoon,1
248,Soup,,01-11-2016 16:08,afternoon,1
249,Hot chocolate,,01-11-2016 16:10,afternoon,1
250,Cookies,,01-11-2016 16:10,afternoon,1
251,Coffee,,01-11-2016 16:26,afternoon,1
251,Medialuna,,01-11-2016 16:26,afternoon,1
252,Bread,,01-11-2016 16:28,afternoon,1
252,Eggs,,01-11-2016 16:28,afternoon,1
253,Scandinavian,,01-11-2016 17:46,evening,1
254,Medialuna,,01-11-2016 18:43,evening,1
255,Coffee,,02-11-2016 8:02,morning,1
255,Coffee,,02-11-2016 8:02,morning,1
255,Pastry,,02-11-2016 8:02,morning,1
256,Coffee,,02-11-2016 8:05,morning,1
256,Bread,,02-11-2016 8:05,morning,1
257,Bread,,02-11-2016 8:07,morning,1
257,Coffee,,02-11-2016 8:07,morning,1
257,Pastry,,02-11-2016 8:07,morning,1
258,Coffee,,02-11-2016 8:08,morning,1
258,Pastry,,02-11-2016 8:08,morning,1
259,Pastry,,02-11-2016 8:11,morning,1
260,Coffee,,02-11-2016 8:12,morning,1
261,Coffee,,02-11-2016 8:12,morning,1
262,Coffee,,02-11-2016 8:29,morning,1
262,Hot chocolate,,02-11-2016 8:29,morning,1
262,Pastry,,02-11-2016 8:29,morning,1
263,Coke,,02-11-2016 8:53,morning,1
264,Coffee,,02-11-2016 9:02,morning,1
264,Jam,,02-11-2016 9:02,morning,1
265,Tea,,02-11-2016 9:03,morning,1
266,Bread,,02-11-2016 9:05,morning,1
266,Pastry,,02-11-2016 9:05,morning,1
267,Coffee,,02-11-2016 9:18,morning,1
267,Alfajores,,02-11-2016 9:18,morning,1
267,Farm House,,02-11-2016 9:18,morning,1
268,Tea,,02-11-2016 9:22,morning,1
268,Pastry,,02-11-2016 9:22,morning,1
269,Bread,,02-11-2016 9:25,morning,1
270,Coffee,,02-11-2016 9:27,morning,1
270,Jam,,02-11-2016 9:27,morning,1
271,Coffee,,02-11-2016 9:33,morning,1
271,Tea,,02-11-2016 9:33,morning,1
271,Coffee,,02-11-2016 9:33,morning,1
271,Pastry,,02-11-2016 9:33,morning,1
272,Farm House,,02-11-2016 9:35,morning,1
274,Coffee,,02-11-2016 9:52,morning,1
274,Bread,,02-11-2016 9:52,morning,1
